dt_venda;cod_prod;cod_cliente;pr_custo;pr_unit;qtd
11/10/2019;1;10;R$ 6,68;R$ 8,35;77
11/10/2019;7;6;R$ 1,01;R$ 1,44;91
11/10/2019;3;10;R$ 0,77;R$ 0,96;38
11/10/2019;5;5;R$ 3,00;R$ 4,28;60
11/10/2019;9;9;R$ 2,64;R$ 2,78;11
11/10/2019;4;4;R$ 1,69;R$ 2,41;114
11/10/2019;7;9;R$ 1,01;R$ 1,44;22
11/10/2019;2;8;R$ 1,12;R$ 1,18;42
11/10/2019;3;10;R$ 0,77;R$ 0,96;93
11/10/2019;4;9;R$ 1,69;R$ 2,41;40
11/10/2019;6;10;R$ 2,85;R$ 3,00;17
11/10/2019;6;7;R$ 2,85;R$ 3,00;64
11/10/2019;6;6;R$ 2,85;R$ 3,00;39
12/10/2019;6;2;R$ 2,85;R$ 3,00;49
12/10/2019;9;3;R$ 8,13;R$ 8,56;27
12/10/2019;6;6;R$ 2,85;R$ 3,00;54
12/10/2019;7;8;R$ 1,01;R$ 1,44;102
12/10/2019;6;6;R$ 2,85;R$ 3,00;41
12/10/2019;4;5;R$ 1,69;R$ 2,41;22
12/10/2019;5;6;R$ 3,00;R$ 4,28;19
12/10/2019;5;8;R$ 3,00;R$ 4,28;10
12/10/2019;7;8;R$ 1,01;R$ 1,44;53
12/10/2019;1;2;R$ 6,68;R$ 8,35;10
12/10/2019;5;4;R$ 3,00;R$ 4,28;16
12/10/2019;3;1;R$ 0,77;R$ 0,96;15
12/10/2019;6;2;R$ 2,85;R$ 3,00;74
12/10/2019;6;1;R$ 2,85;R$ 3,00;114
12/10/2019;9;5;R$ 8,13;R$ 8,56;73
12/10/2019;9;1;R$ 8,13;R$ 8,56;40
12/10/2019;6;3;R$ 2,85;R$ 3,00;59
12/10/2019;7;6;R$ 1,01;R$ 1,44;73
12/10/2019;7;3;R$ 1,01;R$ 1,44;106
12/10/2019;5;5;R$ 3,00;R$ 4,28;37
13/10/2019;1;6;R$ 6,68;R$ 8,35;16
13/10/2019;6;6;R$ 2,85;R$ 3,00;40
13/10/2019;9;4;R$ 2,64;R$ 2,78;71
13/10/2019;9;8;R$ 8,13;R$ 8,56;32
13/10/2019;4;5;R$ 1,69;R$ 2,41;73
13/10/2019;5;8;R$ 3,00;R$ 4,28;83
13/10/2019;9;10;R$ 2,64;R$ 2,78;85
13/10/2019;1;5;R$ 6,68;R$ 8,35;73
13/10/2019;9;3;R$ 8,13;R$ 8,56;31
13/10/2019;9;5;R$ 2,64;R$ 2,78;101
13/10/2019;1;6;R$ 6,68;R$ 8,35;21
13/10/2019;2;6;R$ 1,12;R$ 1,18;10
13/10/2019;5;2;R$ 3,00;R$ 4,28;14
13/10/2019;6;2;R$ 2,85;R$ 3,00;88
13/10/2019;2;4;R$ 1,12;R$ 1,18;33
13/10/2019;7;2;R$ 1,01;R$ 1,44;104
13/10/2019;7;10;R$ 1,01;R$ 1,44;93
13/10/2019;5;4;R$ 3,00;R$ 4,28;76
13/10/2019;9;4;R$ 8,13;R$ 8,56;72
13/10/2019;4;8;R$ 1,69;R$ 2,41;38
13/10/2019;4;6;R$ 1,69;R$ 2,41;80
13/10/2019;7;5;R$ 1,01;R$ 1,44;64
13/10/2019;2;6;R$ 1,12;R$ 1,18;58
13/10/2019;7;7;R$ 1,01;R$ 1,44;84
14/10/2019;3;9;R$ 0,77;R$ 0,96;66
14/10/2019;6;3;R$ 2,85;R$ 3,00;31
14/10/2019;6;10;R$ 2,85;R$ 3,00;59
14/10/2019;6;4;R$ 2,85;R$ 3,00;52
14/10/2019;7;9;R$ 1,01;R$ 1,44;86
14/10/2019;9;9;R$ 8,13;R$ 8,56;96
14/10/2019;9;10;R$ 8,13;R$ 8,56;63
14/10/2019;6;1;R$ 2,85;R$ 3,00;84
14/10/2019;9;6;R$ 2,64;R$ 2,78;52
14/10/2019;9;1;R$ 2,64;R$ 2,78;25
14/10/2019;4;4;R$ 1,69;R$ 2,41;84
14/10/2019;4;6;R$ 1,69;R$ 2,41;79
14/10/2019;2;6;R$ 1,12;R$ 1,18;74
14/10/2019;2;2;R$ 1,12;R$ 1,18;14
14/10/2019;7;5;R$ 1,01;R$ 1,44;57
14/10/2019;7;7;R$ 1,01;R$ 1,44;10
14/10/2019;7;8;R$ 1,01;R$ 1,44;47
15/10/2019;6;7;R$ 2,85;R$ 3,00;108
15/10/2019;7;2;R$ 1,01;R$ 1,44;99
15/10/2019;4;3;R$ 1,69;R$ 2,41;95
15/10/2019;3;1;R$ 0,77;R$ 0,96;38
15/10/2019;6;4;R$ 2,85;R$ 3,00;89
15/10/2019;7;9;R$ 1,01;R$ 1,44;76
15/10/2019;9;3;R$ 2,64;R$ 2,78;102
15/10/2019;9;10;R$ 2,64;R$ 2,78;13
15/10/2019;1;3;R$ 6,68;R$ 8,35;90
15/10/2019;4;9;R$ 1,69;R$ 2,41;100
15/10/2019;5;9;R$ 3,00;R$ 4,28;112
15/10/2019;6;4;R$ 2,85;R$ 3,00;12
15/10/2019;9;7;R$ 2,64;R$ 2,78;62
15/10/2019;9;5;R$ 8,13;R$ 8,56;10
15/10/2019;2;9;R$ 1,12;R$ 1,18;18
15/10/2019;2;8;R$ 1,12;R$ 1,18;49
15/10/2019;3;5;R$ 0,77;R$ 0,96;42
15/10/2019;3;7;R$ 0,77;R$ 0,96;45
15/10/2019;6;2;R$ 2,85;R$ 3,00;64
15/10/2019;6;2;R$ 2,85;R$ 3,00;74
15/10/2019;6;6;R$ 2,85;R$ 3,00;65
15/10/2019;9;1;R$ 2,64;R$ 2,78;12
15/10/2019;3;6;R$ 0,77;R$ 0,96;88
15/10/2019;5;5;R$ 3,00;R$ 4,28;36
15/10/2019;7;7;R$ 1,01;R$ 1,44;107
15/10/2019;9;7;R$ 2,64;R$ 2,78;109
15/10/2019;4;7;R$ 1,69;R$ 2,41;35
15/10/2019;4;6;R$ 1,69;R$ 2,41;62
16/10/2019;2;9;R$ 1,12;R$ 1,18;96
16/10/2019;9;4;R$ 2,64;R$ 2,78;43
16/10/2019;9;1;R$ 8,13;R$ 8,56;53
16/10/2019;3;10;R$ 0,77;R$ 0,96;86
16/10/2019;5;5;R$ 3,00;R$ 4,28;23
16/10/2019;5;9;R$ 3,00;R$ 4,28;58
16/10/2019;9;9;R$ 2,64;R$ 2,78;38
16/10/2019;9;7;R$ 2,64;R$ 2,78;50
16/10/2019;5;2;R$ 3,00;R$ 4,28;115
16/10/2019;7;2;R$ 1,01;R$ 1,44;44
16/10/2019;9;3;R$ 2,64;R$ 2,78;32
16/10/2019;7;1;R$ 1,01;R$ 1,44;88
16/10/2019;9;6;R$ 2,64;R$ 2,78;89
16/10/2019;3;9;R$ 0,77;R$ 0,96;62
16/10/2019;4;1;R$ 1,69;R$ 2,41;86
16/10/2019;9;2;R$ 2,64;R$ 2,78;37
16/10/2019;4;2;R$ 1,69;R$ 2,41;42
16/10/2019;4;8;R$ 1,69;R$ 2,41;24
16/10/2019;4;2;R$ 1,69;R$ 2,41;73
16/10/2019;6;6;R$ 2,85;R$ 3,00;55
17/10/2019;1;2;R$ 6,68;R$ 8,35;52
17/10/2019;4;1;R$ 1,69;R$ 2,41;68
17/10/2019;4;2;R$ 1,69;R$ 2,41;84
17/10/2019;6;6;R$ 2,85;R$ 3,00;38
17/10/2019;9;4;R$ 2,64;R$ 2,78;104
17/10/2019;2;6;R$ 1,12;R$ 1,18;25
17/10/2019;4;8;R$ 1,69;R$ 2,41;102
17/10/2019;9;8;R$ 2,64;R$ 2,78;79
17/10/2019;9;5;R$ 8,13;R$ 8,56;93
17/10/2019;7;2;R$ 1,01;R$ 1,44;30
17/10/2019;7;9;R$ 1,01;R$ 1,44;40
17/10/2019;9;7;R$ 2,64;R$ 2,78;113
17/10/2019;2;6;R$ 1,12;R$ 1,18;53
17/10/2019;4;4;R$ 1,69;R$ 2,41;24
17/10/2019;5;3;R$ 3,00;R$ 4,28;38
17/10/2019;6;3;R$ 2,85;R$ 3,00;49
17/10/2019;4;3;R$ 1,69;R$ 2,41;18
17/10/2019;6;9;R$ 2,85;R$ 3,00;70
17/10/2019;6;6;R$ 2,85;R$ 3,00;83
17/10/2019;1;4;R$ 6,68;R$ 8,35;13
17/10/2019;4;8;R$ 1,69;R$ 2,41;109
17/10/2019;6;9;R$ 2,85;R$ 3,00;92
17/10/2019;7;7;R$ 1,01;R$ 1,44;35
17/10/2019;7;4;R$ 1,01;R$ 1,44;81
17/10/2019;9;5;R$ 8,13;R$ 8,56;17
17/10/2019;7;4;R$ 1,01;R$ 1,44;93
17/10/2019;4;6;R$ 1,69;R$ 2,41;114
17/10/2019;5;7;R$ 3,00;R$ 4,28;18
17/10/2019;7;8;R$ 1,01;R$ 1,44;15
17/10/2019;9;6;R$ 2,64;R$ 2,78;37
18/10/2019;2;4;R$ 1,12;R$ 1,18;74
18/10/2019;4;9;R$ 1,69;R$ 2,41;93
18/10/2019;7;10;R$ 1,01;R$ 1,44;63
18/10/2019;5;4;R$ 3,00;R$ 4,28;44
18/10/2019;9;4;R$ 8,13;R$ 8,56;18
18/10/2019;1;6;R$ 6,68;R$ 8,35;109
18/10/2019;5;1;R$ 3,00;R$ 4,28;68
18/10/2019;1;4;R$ 6,68;R$ 8,35;44
18/10/2019;9;7;R$ 2,64;R$ 2,78;21
18/10/2019;2;6;R$ 1,12;R$ 1,18;15
18/10/2019;9;3;R$ 2,64;R$ 2,78;21
18/10/2019;9;3;R$ 8,13;R$ 8,56;33
18/10/2019;7;5;R$ 1,01;R$ 1,44;63
18/10/2019;5;4;R$ 3,00;R$ 4,28;105
18/10/2019;5;8;R$ 3,00;R$ 4,28;31
18/10/2019;9;4;R$ 2,64;R$ 2,78;101
19/10/2019;4;1;R$ 1,69;R$ 2,41;91
19/10/2019;1;1;R$ 6,68;R$ 8,35;29
19/10/2019;2;9;R$ 1,12;R$ 1,18;111
19/10/2019;2;9;R$ 1,12;R$ 1,18;81
19/10/2019;7;1;R$ 1,01;R$ 1,44;101
19/10/2019;4;7;R$ 1,69;R$ 2,41;88
19/10/2019;5;2;R$ 3,00;R$ 4,28;27
19/10/2019;3;4;R$ 0,77;R$ 0,96;31
19/10/2019;3;3;R$ 0,77;R$ 0,96;79
19/10/2019;4;1;R$ 1,69;R$ 2,41;45
19/10/2019;5;4;R$ 3,00;R$ 4,28;29
19/10/2019;7;7;R$ 1,01;R$ 1,44;114
19/10/2019;9;9;R$ 2,64;R$ 2,78;57
19/10/2019;5;9;R$ 3,00;R$ 4,28;86
19/10/2019;5;10;R$ 3,00;R$ 4,28;85
19/10/2019;6;10;R$ 2,85;R$ 3,00;106
20/10/2019;1;1;R$ 6,68;R$ 8,35;66
20/10/2019;3;9;R$ 0,77;R$ 0,96;18
20/10/2019;1;2;R$ 6,68;R$ 8,35;37
20/10/2019;2;4;R$ 1,12;R$ 1,18;108
20/10/2019;4;9;R$ 1,69;R$ 2,41;15
20/10/2019;9;1;R$ 2,64;R$ 2,78;65
20/10/2019;9;1;R$ 8,13;R$ 8,56;108
20/10/2019;9;2;R$ 8,13;R$ 8,56;26
20/10/2019;2;4;R$ 1,12;R$ 1,18;72
20/10/2019;3;10;R$ 0,77;R$ 0,96;48
20/10/2019;4;7;R$ 1,69;R$ 2,41;53
20/10/2019;9;1;R$ 2,64;R$ 2,78;31
20/10/2019;5;8;R$ 3,00;R$ 4,28;98
20/10/2019;2;6;R$ 1,12;R$ 1,18;14
20/10/2019;5;2;R$ 3,00;R$ 4,28;109
20/10/2019;9;2;R$ 2,64;R$ 2,78;83
21/10/2019;2;6;R$ 1,12;R$ 1,18;37
21/10/2019;6;10;R$ 2,85;R$ 3,00;12
21/10/2019;9;6;R$ 8,13;R$ 8,56;68
21/10/2019;7;10;R$ 1,01;R$ 1,44;40
21/10/2019;9;2;R$ 2,64;R$ 2,78;66
21/10/2019;7;10;R$ 1,01;R$ 1,44;55
21/10/2019;3;1;R$ 0,77;R$ 0,96;42
21/10/2019;3;8;R$ 0,77;R$ 0,96;78
21/10/2019;4;3;R$ 1,69;R$ 2,41;77
21/10/2019;5;10;R$ 3,00;R$ 4,28;19
21/10/2019;1;2;R$ 6,68;R$ 8,35;59
21/10/2019;4;2;R$ 1,69;R$ 2,41;112
21/10/2019;7;6;R$ 1,01;R$ 1,44;48
22/10/2019;1;1;R$ 6,68;R$ 8,35;42
22/10/2019;2;4;R$ 1,12;R$ 1,18;31
22/10/2019;3;2;R$ 0,77;R$ 0,96;64
22/10/2019;5;10;R$ 3,00;R$ 4,28;43
22/10/2019;2;8;R$ 1,12;R$ 1,18;87
22/10/2019;5;5;R$ 3,00;R$ 4,28;113
22/10/2019;4;2;R$ 1,69;R$ 2,41;66
22/10/2019;7;4;R$ 1,01;R$ 1,44;89
22/10/2019;9;4;R$ 2,64;R$ 2,78;113
22/10/2019;9;5;R$ 8,13;R$ 8,56;73
22/10/2019;5;10;R$ 3,00;R$ 4,28;30
22/10/2019;2;1;R$ 1,12;R$ 1,18;45
22/10/2019;6;8;R$ 2,85;R$ 3,00;47
22/10/2019;1;4;R$ 6,68;R$ 8,35;57
22/10/2019;6;8;R$ 2,85;R$ 3,00;11
22/10/2019;7;8;R$ 1,01;R$ 1,44;78
22/10/2019;3;7;R$ 0,77;R$ 0,96;13
22/10/2019;5;1;R$ 3,00;R$ 4,28;75
22/10/2019;3;5;R$ 0,77;R$ 0,96;30
22/10/2019;3;3;R$ 0,77;R$ 0,96;27
22/10/2019;4;1;R$ 1,69;R$ 2,41;110
22/10/2019;5;6;R$ 3,00;R$ 4,28;93
22/10/2019;7;4;R$ 1,01;R$ 1,44;57
22/10/2019;2;7;R$ 1,12;R$ 1,18;82
22/10/2019;2;3;R$ 1,12;R$ 1,18;100
22/10/2019;6;5;R$ 2,85;R$ 3,00;77
22/10/2019;9;8;R$ 2,64;R$ 2,78;55
23/10/2019;5;6;R$ 3,00;R$ 4,28;107
23/10/2019;2;3;R$ 1,12;R$ 1,18;52
23/10/2019;6;6;R$ 2,85;R$ 3,00;108
23/10/2019;7;1;R$ 1,01;R$ 1,44;47
23/10/2019;2;6;R$ 1,12;R$ 1,18;81
23/10/2019;5;10;R$ 3,00;R$ 4,28;38
23/10/2019;9;3;R$ 2,64;R$ 2,78;39
23/10/2019;9;8;R$ 2,64;R$ 2,78;83
23/10/2019;5;3;R$ 3,00;R$ 4,28;22
23/10/2019;6;2;R$ 2,85;R$ 3,00;106
23/10/2019;1;7;R$ 6,68;R$ 8,35;108
23/10/2019;7;4;R$ 1,01;R$ 1,44;40
23/10/2019;9;5;R$ 2,64;R$ 2,78;13
23/10/2019;3;7;R$ 0,77;R$ 0,96;55
23/10/2019;6;9;R$ 2,85;R$ 3,00;81
23/10/2019;7;4;R$ 1,01;R$ 1,44;103
23/10/2019;7;7;R$ 1,01;R$ 1,44;86
23/10/2019;4;8;R$ 1,69;R$ 2,41;110
24/10/2019;3;8;R$ 0,77;R$ 0,96;56
24/10/2019;2;7;R$ 1,12;R$ 1,18;84
24/10/2019;2;1;R$ 1,12;R$ 1,18;51
24/10/2019;3;2;R$ 0,77;R$ 0,96;66
24/10/2019;7;1;R$ 1,01;R$ 1,44;77
24/10/2019;4;3;R$ 1,69;R$ 2,41;75
24/10/2019;1;6;R$ 6,68;R$ 8,35;10
24/10/2019;2;3;R$ 1,12;R$ 1,18;57
24/10/2019;3;3;R$ 0,77;R$ 0,96;10
24/10/2019;9;3;R$ 2,64;R$ 2,78;79
24/10/2019;4;3;R$ 1,69;R$ 2,41;71
24/10/2019;7;9;R$ 1,01;R$ 1,44;36
24/10/2019;3;9;R$ 0,77;R$ 0,96;50
24/10/2019;6;3;R$ 2,85;R$ 3,00;110
25/10/2019;1;8;R$ 6,68;R$ 8,35;103
25/10/2019;9;7;R$ 2,64;R$ 2,78;20
25/10/2019;9;3;R$ 2,64;R$ 2,78;112
25/10/2019;6;8;R$ 2,85;R$ 3,00;48
25/10/2019;4;10;R$ 1,69;R$ 2,41;40
25/10/2019;6;9;R$ 2,85;R$ 3,00;77
25/10/2019;9;6;R$ 2,64;R$ 2,78;28
25/10/2019;9;4;R$ 8,13;R$ 8,56;68
25/10/2019;3;8;R$ 0,77;R$ 0,96;86
25/10/2019;5;7;R$ 3,00;R$ 4,28;13
25/10/2019;7;7;R$ 1,01;R$ 1,44;51
25/10/2019;2;9;R$ 1,12;R$ 1,18;10
25/10/2019;9;2;R$ 2,64;R$ 2,78;65
25/10/2019;9;2;R$ 8,13;R$ 8,56;57
25/10/2019;7;4;R$ 1,01;R$ 1,44;78
25/10/2019;4;2;R$ 1,69;R$ 2,41;24
25/10/2019;6;4;R$ 2,85;R$ 3,00;19
26/10/2019;3;6;R$ 0,77;R$ 0,96;81
26/10/2019;6;6;R$ 2,85;R$ 3,00;28
26/10/2019;7;3;R$ 1,01;R$ 1,44;67
26/10/2019;7;10;R$ 1,01;R$ 1,44;86
26/10/2019;2;7;R$ 1,12;R$ 1,18;62
26/10/2019;3;7;R$ 0,77;R$ 0,96;87
26/10/2019;4;7;R$ 1,69;R$ 2,41;89
26/10/2019;2;5;R$ 1,12;R$ 1,18;39
26/10/2019;1;10;R$ 6,68;R$ 8,35;72
26/10/2019;9;9;R$ 8,13;R$ 8,56;38
26/10/2019;2;2;R$ 1,12;R$ 1,18;82
26/10/2019;4;9;R$ 1,69;R$ 2,41;115
26/10/2019;7;6;R$ 1,01;R$ 1,44;21
26/10/2019;7;6;R$ 1,01;R$ 1,44;69
26/10/2019;3;1;R$ 0,77;R$ 0,96;93
26/10/2019;4;5;R$ 1,69;R$ 2,41;97
26/10/2019;7;1;R$ 1,01;R$ 1,44;60
27/10/2019;6;4;R$ 2,85;R$ 3,00;112
27/10/2019;1;7;R$ 6,68;R$ 8,35;67
27/10/2019;3;7;R$ 0,77;R$ 0,96;111
27/10/2019;5;1;R$ 3,00;R$ 4,28;107
27/10/2019;6;4;R$ 2,85;R$ 3,00;84
27/10/2019;9;7;R$ 8,13;R$ 8,56;52
27/10/2019;2;4;R$ 1,12;R$ 1,18;83
27/10/2019;4;4;R$ 1,69;R$ 2,41;99
27/10/2019;6;7;R$ 2,85;R$ 3,00;63
27/10/2019;2;4;R$ 1,12;R$ 1,18;84
27/10/2019;3;3;R$ 0,77;R$ 0,96;77
27/10/2019;7;1;R$ 1,01;R$ 1,44;75
27/10/2019;6;7;R$ 2,85;R$ 3,00;101
27/10/2019;7;5;R$ 1,01;R$ 1,44;70
28/10/2019;9;5;R$ 2,64;R$ 2,78;75
28/10/2019;3;7;R$ 0,77;R$ 0,96;105
28/10/2019;6;1;R$ 2,85;R$ 3,00;72
28/10/2019;9;9;R$ 8,13;R$ 8,56;10
28/10/2019;3;10;R$ 0,77;R$ 0,96;78
28/10/2019;7;6;R$ 1,01;R$ 1,44;100
28/10/2019;7;8;R$ 1,01;R$ 1,44;79
28/10/2019;4;4;R$ 1,69;R$ 2,41;95
28/10/2019;4;5;R$ 1,69;R$ 2,41;55
28/10/2019;4;5;R$ 1,69;R$ 2,41;105
28/10/2019;6;4;R$ 2,85;R$ 3,00;34
28/10/2019;2;5;R$ 1,12;R$ 1,18;55
28/10/2019;7;9;R$ 1,01;R$ 1,44;48
28/10/2019;7;10;R$ 1,01;R$ 1,44;66
29/10/2019;3;10;R$ 0,77;R$ 0,96;107
29/10/2019;1;5;R$ 6,68;R$ 8,35;110
29/10/2019;4;10;R$ 1,69;R$ 2,41;65
29/10/2019;6;8;R$ 2,85;R$ 3,00;64
29/10/2019;9;7;R$ 8,13;R$ 8,56;111
29/10/2019;7;1;R$ 1,01;R$ 1,44;62
29/10/2019;9;3;R$ 8,13;R$ 8,56;16
29/10/2019;6;5;R$ 2,85;R$ 3,00;78
29/10/2019;9;7;R$ 2,64;R$ 2,78;113
29/10/2019;5;4;R$ 3,00;R$ 4,28;68
29/10/2019;7;5;R$ 1,01;R$ 1,44;86
29/10/2019;3;2;R$ 0,77;R$ 0,96;80
29/10/2019;6;8;R$ 2,85;R$ 3,00;91
29/10/2019;1;9;R$ 6,68;R$ 8,35;63
29/10/2019;1;5;R$ 6,68;R$ 8,35;23
29/10/2019;6;2;R$ 2,85;R$ 3,00;107
29/10/2019;4;7;R$ 1,69;R$ 2,41;107
29/10/2019;7;6;R$ 1,01;R$ 1,44;54
30/10/2019;2;6;R$ 1,12;R$ 1,18;24
30/10/2019;2;2;R$ 1,12;R$ 1,18;71
30/10/2019;3;8;R$ 0,77;R$ 0,96;97
30/10/2019;4;2;R$ 1,69;R$ 2,41;69
30/10/2019;5;6;R$ 3,00;R$ 4,28;18
30/10/2019;6;8;R$ 2,85;R$ 3,00;82
30/10/2019;7;1;R$ 1,01;R$ 1,44;21
30/10/2019;1;10;R$ 6,68;R$ 8,35;97
30/10/2019;7;4;R$ 1,01;R$ 1,44;47
30/10/2019;9;4;R$ 2,64;R$ 2,78;113
30/10/2019;9;3;R$ 8,13;R$ 8,56;108
30/10/2019;6;2;R$ 2,85;R$ 3,00;68
30/10/2019;6;3;R$ 2,85;R$ 3,00;106
30/10/2019;9;4;R$ 2,64;R$ 2,78;84
30/10/2019;2;6;R$ 1,12;R$ 1,18;96
30/10/2019;5;10;R$ 3,00;R$ 4,28;86
30/10/2019;9;3;R$ 8,13;R$ 8,56;113
30/10/2019;6;5;R$ 2,85;R$ 3,00;38
30/10/2019;2;6;R$ 1,12;R$ 1,18;100
30/10/2019;4;8;R$ 1,69;R$ 2,41;39
30/10/2019;5;7;R$ 3,00;R$ 4,28;42
30/10/2019;6;6;R$ 2,85;R$ 3,00;69
30/10/2019;6;9;R$ 2,85;R$ 3,00;101
31/10/2019;6;6;R$ 2,85;R$ 3,00;48
31/10/2019;2;3;R$ 1,12;R$ 1,18;108
31/10/2019;3;8;R$ 0,77;R$ 0,96;43
31/10/2019;9;10;R$ 8,13;R$ 8,56;72
31/10/2019;4;5;R$ 1,69;R$ 2,41;55
31/10/2019;9;10;R$ 2,64;R$ 2,78;56
31/10/2019;3;10;R$ 0,77;R$ 0,96;80
31/10/2019;4;1;R$ 1,69;R$ 2,41;74
31/10/2019;6;8;R$ 2,85;R$ 3,00;48
31/10/2019;3;3;R$ 0,77;R$ 0,96;45
31/10/2019;4;9;R$ 1,69;R$ 2,41;112
31/10/2019;5;9;R$ 3,00;R$ 4,28;41
31/10/2019;2;6;R$ 1,12;R$ 1,18;46
31/10/2019;2;3;R$ 1,12;R$ 1,18;43
31/10/2019;2;4;R$ 1,12;R$ 1,18;34
31/10/2019;2;3;R$ 1,12;R$ 1,18;39
31/10/2019;6;4;R$ 2,85;R$ 3,00;40
31/10/2019;6;9;R$ 2,85;R$ 3,00;62
31/10/2019;7;5;R$ 1,01;R$ 1,44;42
31/10/2019;2;2;R$ 1,12;R$ 1,18;39
31/10/2019;2;1;R$ 1,12;R$ 1,18;41
31/10/2019;9;7;R$ 8,13;R$ 8,56;76
31/10/2019;4;2;R$ 1,69;R$ 2,41;17
31/10/2019;6;5;R$ 2,85;R$ 3,00;108
31/10/2019;7;8;R$ 1,01;R$ 1,44;99
31/10/2019;7;4;R$ 1,01;R$ 1,44;108
31/10/2019;2;5;R$ 1,12;R$ 1,18;19
31/10/2019;3;2;R$ 0,77;R$ 0,96;69
31/10/2019;3;9;R$ 0,77;R$ 0,96;106
01/11/2019;2;1;R$ 1,12;R$ 1,18;25
01/11/2019;1;5;R$ 6,68;R$ 8,35;82
01/11/2019;3;3;R$ 0,77;R$ 0,96;38
01/11/2019;3;5;R$ 0,77;R$ 0,96;102
01/11/2019;6;5;R$ 2,85;R$ 3,00;96
01/11/2019;9;3;R$ 2,64;R$ 2,78;61
01/11/2019;3;7;R$ 0,77;R$ 0,96;108
01/11/2019;3;6;R$ 0,77;R$ 0,96;83
01/11/2019;7;5;R$ 1,01;R$ 1,44;104
01/11/2019;9;5;R$ 2,64;R$ 2,78;80
01/11/2019;4;3;R$ 1,69;R$ 2,41;64
01/11/2019;7;2;R$ 1,01;R$ 1,44;79
01/11/2019;7;10;R$ 1,01;R$ 1,44;67
01/11/2019;2;2;R$ 1,12;R$ 1,18;38
01/11/2019;4;10;R$ 1,69;R$ 2,41;73
01/11/2019;9;2;R$ 2,64;R$ 2,78;42
01/11/2019;3;10;R$ 0,77;R$ 0,96;95
01/11/2019;7;7;R$ 1,01;R$ 1,44;67
01/11/2019;9;2;R$ 2,64;R$ 2,78;96
01/11/2019;4;7;R$ 1,69;R$ 2,41;53
02/11/2019;4;6;R$ 1,69;R$ 2,41;100
02/11/2019;9;4;R$ 2,64;R$ 2,78;69
02/11/2019;9;2;R$ 2,64;R$ 2,78;45
02/11/2019;9;8;R$ 8,13;R$ 8,56;114
02/11/2019;1;5;R$ 6,68;R$ 8,35;13
02/11/2019;3;5;R$ 0,77;R$ 0,96;54
02/11/2019;3;4;R$ 0,77;R$ 0,96;32
02/11/2019;7;5;R$ 1,01;R$ 1,44;85
02/11/2019;9;9;R$ 2,64;R$ 2,78;115
02/11/2019;1;10;R$ 6,68;R$ 8,35;98
02/11/2019;6;3;R$ 2,85;R$ 3,00;49
02/11/2019;3;3;R$ 0,77;R$ 0,96;115
02/11/2019;6;2;R$ 2,85;R$ 3,00;42
02/11/2019;9;4;R$ 8,13;R$ 8,56;55
02/11/2019;3;7;R$ 0,77;R$ 0,96;81
02/11/2019;4;9;R$ 1,69;R$ 2,41;64
02/11/2019;6;5;R$ 2,85;R$ 3,00;17
02/11/2019;7;2;R$ 1,01;R$ 1,44;87
02/11/2019;4;5;R$ 1,69;R$ 2,41;10
02/11/2019;5;10;R$ 3,00;R$ 4,28;32
02/11/2019;7;10;R$ 1,01;R$ 1,44;74
03/11/2019;2;10;R$ 1,12;R$ 1,18;17
03/11/2019;9;4;R$ 8,13;R$ 8,56;69
03/11/2019;1;3;R$ 6,68;R$ 8,35;65
03/11/2019;6;8;R$ 2,85;R$ 3,00;70
03/11/2019;7;5;R$ 1,01;R$ 1,44;44
03/11/2019;4;6;R$ 1,69;R$ 2,41;44
03/11/2019;6;5;R$ 2,85;R$ 3,00;112
03/11/2019;9;2;R$ 2,64;R$ 2,78;26
03/11/2019;3;4;R$ 0,77;R$ 0,96;65
03/11/2019;9;10;R$ 8,13;R$ 8,56;12
03/11/2019;5;4;R$ 3,00;R$ 4,28;39
03/11/2019;3;7;R$ 0,77;R$ 0,96;80
03/11/2019;5;4;R$ 3,00;R$ 4,28;101
03/11/2019;6;3;R$ 2,85;R$ 3,00;115
03/11/2019;3;8;R$ 0,77;R$ 0,96;42
03/11/2019;7;9;R$ 1,01;R$ 1,44;25
03/11/2019;9;8;R$ 8,13;R$ 8,56;101
03/11/2019;3;9;R$ 0,77;R$ 0,96;99
03/11/2019;7;3;R$ 1,01;R$ 1,44;112
03/11/2019;9;4;R$ 2,64;R$ 2,78;82
04/11/2019;1;4;R$ 6,68;R$ 8,35;62
04/11/2019;2;2;R$ 1,12;R$ 1,18;60
04/11/2019;9;4;R$ 2,64;R$ 2,78;104
04/11/2019;9;7;R$ 8,13;R$ 8,56;27
04/11/2019;4;3;R$ 1,69;R$ 2,41;43
04/11/2019;4;1;R$ 1,69;R$ 2,41;37
04/11/2019;9;1;R$ 8,13;R$ 8,56;15
04/11/2019;9;5;R$ 8,13;R$ 8,56;85
04/11/2019;7;5;R$ 1,01;R$ 1,44;19
04/11/2019;1;1;R$ 6,68;R$ 8,35;43
04/11/2019;9;2;R$ 8,13;R$ 8,56;93
04/11/2019;1;10;R$ 6,68;R$ 8,35;89
04/11/2019;3;9;R$ 0,77;R$ 0,96;70
04/11/2019;5;7;R$ 3,00;R$ 4,28;111
04/11/2019;6;10;R$ 2,85;R$ 3,00;15
04/11/2019;9;5;R$ 8,13;R$ 8,56;24
